unix_time_ms,sys_time_ms,robot_mode,mpc_step,ref_lat_deg,ref_lon_deg,nearest_traj_index,traj_error_x_m,traj_error_y_m,traj_error_abs_m,raw_dx_m,raw_dy_m,raw_speed_m_s,raw_vyaw_rad_s,mhe_dx_m,mhe_dy_m,mhe_speed_m_s,mhe_yaw_rad,traj_ref_yaw_rad,mpc_output_vyaw_rad_s,yaw_PWM,throttle_PWM,latitude_deg,longitude_deg,vpitch_rad_s,vroll_rad_s,pitch_rad,roll_rad,sonar_meas_m,ultrasonic meas_m,GPS_time_stamp_h_m_s_ms,yaw_cmd,throttle,enc_speed_left_m_s,enc_speed_right_m_s
1508264375748,132748,RC,0,40.1021787433,-88.2267358693,0,22.5411469169,-0.0000004349,22.5411469169,22.5284657266,8.2689921870,0.6876080036,0.0459603370,22.5411469169,8.2661185684,0.6857949478,-1.4115167015,0.0000000000,0.0000000000,1500,1000,40.1022531082,-88.2270007462,-0.2383101649,0.0857392995,0.0000000000,0.0000000000,0.0000000000,0.0000000000,181903,0.0000000000,1.0000000000,0.6833371520,0.6918788552
1508264375948,132948,RC,0,40.1021787433,-88.2267358693,0,22.5647856200,-0.0000003399,22.5647856200,22.5710914687,8.1285529953,0.7018651962,-0.0266889931,22.5647856200,8.1358171879,0.6862018725,-1.4048185222,0.0000000000,0.0000000000,1500,1000,40.1022518452,-88.2270012473,0.4113159271,-0.1012290966,0.0000000000,0.0000000000,0.0000000000,0.0000000000,181904,0.0000000000,1.0000000000,0.7118308544,0.6918995976
1508264376149,133149,RC,0,40.1021787433,-88.2267358693,0,22.5867288630,0.0000000998,22.5867288630,22.5825737622,8.0000301924,0.6221339703,-0.1234820446,22.5867288630,8.0069914862,0.6821906498,-1.4056871792,0.0000000000,0.0000000000,1500,1000,40.1022506893,-88.2270013823,-0.9282242739,0.1950405439,0.0000000000,0.0000000000,0.0000000000,0.0000000000,181904,0.0000000000,1.0000000000,0.5751535892,0.6691143513
1508264376349,133349,RC,0,40.1021787433,-88.2267358693,0,22.6058849362,0.0000001981,22.6058849362,22.5960405945,7.8866854968,0.6587473750,-0.0549778714,22.6058849362,7.8779642179,0.6861105771,-1.4171045407,0.0000000000,0.0000000000,1500,1000,40.1022496700,-88.2270015407,0.1186823891,0.0020362175,0.0000000000,0.0000000000,0.0000000000,0.0000000000,181904,0.0000000000,1.0000000000,0.6061044931,0.7113902569
1508264376550,133550,RC,0,40.1021787433,-88.2267358693,0,22.6293113080,0.0000001313,22.6293113080,22.6383828626,7.7247671515,0.6976011992,-0.1596249045,22.6293113080,7.7436052682,0.6832229601,-1.4188686409,0.0000000000,0.0000000000,1500,1000,40.1022482138,-88.2270020385,0.5282529869,-0.2964150846,0.0000000000,0.0000000000,0.0000000000,0.0000000000,181904,0.0000000000,1.0000000000,0.7317694426,0.6634330153
1508264376750,133750,RC,0,40.1021787433,-88.2267358693,0,22.6507758580,0.0000001905,22.6507758580,22.6569528201,7.6326050898,0.6406413913,0.0064722626,22.6507758580,7.6167814253,0.6881706601,-1.4301003891,0.0000000000,0.0000000000,1500,1000,40.1022473850,-88.2270022568,-0.2585996175,0.1370810683,0.0000000000,0.0000000000,0.0000000000,0.0000000000,181904,0.0000000000,1.0000000000,0.7089764476,0.5723063350
1508264376951,133951,RC,0,40.1021787433,-88.2267358693,0,22.6729946594,0.0000001655,22.6729946594,22.6871467120,7.4890153743,0.6719683409,-0.1081376916,22.6729946594,7.4885946975,0.6857932555,-1.4262977365,0.0000000000,0.0000000000,1500,1000,40.1022460937,-88.2270026118,0.1141008998,-0.1943860454,0.0000000000,0.0000000000,0.0000000000,0.0000000000,181905,0.0000000000,1.0000000000,0.6292585135,0.7146782279
1508264377151,134151,RC,0,40.1021787433,-88.2267358693,0,22.6932863102,0.0000001721,22.6932863102,22.7003016614,7.3925352431,0.6634329557,0.0162897397,22.6932863102,7.3651205830,0.6880462272,-1.4333361607,0.0000000000,0.0000000000,1500,1000,40.1022452260,-88.2270027665,0.0219620598,-0.0430514549,0.0000000000,0.0000000000,0.0000000000,0.0000000000,181905,0.0000000000,1.0000000000,0.6435015202,0.6833644509
1508264377352,134352,RC,0,40.1021787433,-88.2267358693,0,22.7198331704,0.0000001149,22.7198331704,22.7516027843,7.2458135370,0.6589841843,0.1511164244,22.7198331704,7.2403231816,0.6834142806,-1.4242532642,0.0000000000,0.0000000000,1500,1000,40.1022439065,-88.2270033697,-0.1272635913,0.0714130552,0.0000000000,0.0000000000,0.0000000000,0.0000000000,181905,0.0000000000,1.0000000000,0.6774870157,0.6404814124
1508264377552,134552,RC,0,40.1021787433,-88.2267358693,0,22.7507688460,-0.0000001325,22.7507688460,22.7874667856,7.1470539100,0.6734256744,-0.0477783883,22.7507688460,7.1200193034,0.6844054970,-1.4020461152,0.0000000000,0.0000000000,1500,1000,40.1022430183,-88.2270037913,0.0773035415,-0.0568686448,0.0000000000,0.0000000000,0.0000000000,0.0000000000,181905,0.0000000000,1.0000000000,0.6691544652,0.6776968241
