unix_time_ms,sys_time_ms,robot_mode,mpc_step,ref_lat_deg,ref_lon_deg,nearest_traj_index,traj_error_x_m,traj_error_y_m,traj_error_abs_m,raw_dx_m,raw_dy_m,raw_speed_m_s, raw_vyaw_rad_s,mhe_dx_m, mhe_dy_m, mhe_speed_m_s, mhe_yaw_rad, traj_ref_yaw_rad, mpc_output_vyaw_rad_s,yaw_PWM, throttle_PWM, latitude_deg, longitude_deg, vpitch_rad_s, vroll_rad_s,pitch_rad,roll_rad, sonar_meas_m, ultrasonic meas_m,GPS_time_stamp_h_m_s_ms,yaw_cmd,throttle,enc_speed_left_m_s,enc_speed_right_m_s
1508264723163, 480163, RC, 0, 40.1021787433, -88.2267358693, 0, -0.0006205397, -7.9016500455, 7.9016500699, -47.5898631960, -7.9044581530, 0.6221277714, -0.0063995406, -46.9600016432, -7.9016500455, 0.7526476298, -3.1097872924, 0.0000000000, 0.0000000000, 1500, 1094, 40.1021076568, -88.2261763355, 0.0111991960, 0.0322158691, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 182447, 0.0000000000, 0.8106700182, 0.6150096059, 0.6292459369
1508264723364, 480364, RC, 0, 40.1021787433, -88.2267358693, 0, -0.0006205397, -7.9016500455, 7.9016500699, -47.5898631960, -7.9044581530, 0.5964964032, -0.0063995406, -46.9600016432, -7.9016500455, 0.7526476298, -3.1097872924, 0.0000000000, 0.0000000000, 1500, 1094, 40.1021076568, -88.2261763355, 0.0227620023, -0.0747582696, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 182447, 0.0000000000, 0.8106700182, 0.6520175338, 0.5409752727
1508264723564, 480564, RC, 0, 40.1021787433, -88.2267358693, 0, -0.0006205397, -7.9016500455, 7.9016500699, -47.5898631960, -7.9044581530, 0.4982766211, -0.0063995406, -46.9600016432, -7.9016500455, 0.7526476298, -3.1097872924, 0.0000000000, 0.0000000000, 1322, 1094, 40.1021076568, -88.2261763355, -0.0370155246, 0.0678496747, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 182447, 0.4445109367, 0.8106700182, 0.6463359594, 0.3502172828
1508264723765, 480765, RC, 0, 40.1021787433, -88.2267358693, 0, -0.0006205397, -7.9016500455, 7.9016500699, -47.5898631960, -7.9044581530, 0.4357667565, -0.0063995406, -46.9600016432, -7.9016500455, 0.7526476298, -3.1097872924, 0.0000000000, 0.0000000000, 1500, 1094, 40.1021076568, -88.2261763355, -0.0143989663, -0.0947568340, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 182447, 0.0000000000, 0.8106700182, 0.6522260308, 0.2193074524
1508264723965, 480965, RC, 0, 40.1021787433, -88.2267358693, 0, -0.0006205397, -7.9016500455, 7.9016500699, -47.5898631960, -7.9044581530, 0.5324388742, -0.0063995406, -46.9600016432, -7.9016500455, 0.7526476298, -3.1097872924, 0.0000000000, 0.0000000000, 1500, 1094, 40.1021076568, -88.2261763355, -0.0114173622, -0.1223184917, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 182447, 0.0000000000, 0.8106700182, 0.6320931911, 0.4327845275
1508264724166, 481166, RC, 0, 40.1021787433, -88.2267358693, 0, -0.0006205397, -7.9016500455, 7.9016500699, -47.5898631960, -7.9044581530, 0.6363577247, -0.0063995406, -46.9600016432, -7.9016500455, 0.7526476298, -3.1097872924, 0.0000000000, 0.0000000000, 1500, 1094, 40.1021076568, -88.2261763355, 0.0032724923, -0.1069014167, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 182447, 0.0000000000, 0.8106700182, 0.6605592370, 0.6121562123
1508264724366, 481366, RC, 0, 40.1021787433, -88.2267358693, 0, -0.0006365187, -7.9939625706, 7.9939625960, -54.5810551130, -8.3878039667, 0.5979020596, 0.0636317956, -47.9936632521, -7.9939625706, 1.0000000000, -3.0649503929, 0.0000000000, 0.0000000000, 1500, 1094, 40.1021033100, -88.2260941372, 0.0236346670, 0.0343248086, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 182452, 0.0000000000, 0.8106700182, 0.6519979835, 0.5438061953
1508264724566, 481566, RC, 0, 40.1021787433, -88.2267358693, 0, -0.0006461943, -7.9689352071, 7.9689352333, -54.3435454013, -8.3764620841, 0.6334978342, 0.0461785031, -48.6325050200, -7.9689352071, 1.0000000000, -3.1098375237, 0.0000000000, 0.0000000000, 1274, 1094, 40.1021034120, -88.2260969297, 0.0768672091, 0.1804234114, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 182452, 0.5636539459, 0.8106700182, 0.6548516750, 0.6121439934
1508264724767, 481767, RC, 0, 40.1021787433, -88.2267358693, 0, -0.0006554398, -8.2026649799, 8.2026650061, -54.3371103414, -8.5420869276, 0.4327672422, -0.0351974732, -49.2440941605, -8.2026649799, 1.0000000000, -2.9628561781, 0.0000000000, 0.0000000000, 1239, 1094, 40.1021019225, -88.2260970053, -0.0503236601, -0.0344702527, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 182453, 0.6504340172, 0.8106700182, 0.6463037133, 0.2192307711
1508264724967, 481967, RC, 0, 40.1021787433, -88.2267358693, 0, -0.0006625607, -7.8617179676, 7.8617179955, -54.4611742485, -8.6432187132, 0.3914991617, -0.3490658504, -49.9067637875, -7.8617179676, 1.0000000000, -3.2649519282, 0.0000000000, 0.0000000000, 1500, 1094, 40.1021010130, -88.2260955467, -0.0122900268, 0.1399172284, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 182453, 0.0000000000, 0.8106700182, 0.6178568602, 0.1651414633
